app      | 2025-08-13 00:45:47.208 | > NODE_ENV=production node dist/index.js
app      | 2025-08-13 00:45:47.208 | 
app      | 2025-08-13 00:45:47.431 | node:internal/errors:496
app      | 2025-08-13 00:45:47.431 |     ErrorCaptureStackTrace(err);
app      | 2025-08-13 00:45:47.431 |     ^
app      | 2025-08-13 00:45:47.431 | 
app      | 2025-08-13 00:45:47.431 | Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'vite' imported from /app/dist/index.js
app      | 2025-08-13 00:45:47.431 |     at new NodeError (node:internal/errors:405:5)
app      | 2025-08-13 00:45:47.431 |     at packageResolve (node:internal/modules/esm/resolve:916:9)
app      | 2025-08-13 00:45:47.431 |     at moduleResolve (node:internal/modules/esm/resolve:973:20)
app      | 2025-08-13 00:45:47.431 |     at defaultResolve (node:internal/modules/esm/resolve:1206:11)
app      | 2025-08-13 00:45:47.431 |     at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:404:12)
app      | 2025-08-13 00:45:47.431 |     at ModuleLoader.resolve (node:internal/modules/esm/loader:373:25)
app      | 2025-08-13 00:45:47.431 |     at ModuleLoader.getModuleJob (node:internal/modules/esm/loader:250:38)
app      | 2025-08-13 00:45:47.431 |     at ModuleWrap.<anonymous> (node:internal/modules/esm/module_job:76:39)
app      | 2025-08-13 00:45:47.431 |     at link (node:internal/modules/esm/module_job:75:36) {
app      | 2025-08-13 00:45:47.431 |   code: 'ERR_MODULE_NOT_FOUND'
app      | 2025-08-13 00:45:47.431 | }
app      | 2025-08-13 00:45:47.431 | 
app      | 2025-08-13 00:45:47.431 | Node.js v18.20.8
app      | 2025-08-13 00:45:48.787 | 
app      | 2025-08-13 00:45:48.787 | > rest-express@1.0.0 start
app      | 2025-08-13 00:45:48.787 | > NODE_ENV=production node dist/index.js
app      | 2025-08-13 00:45:48.787 | 
app      | 2025-08-13 00:45:49.002 | node:internal/errors:496
app      | 2025-08-13 00:45:49.003 |     ErrorCaptureStackTrace(err);
app      | 2025-08-13 00:45:49.003 |     ^
app      | 2025-08-13 00:45:49.003 | 
app      | 2025-08-13 00:45:49.003 | Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'vite' imported from /app/dist/index.js
app      | 2025-08-13 00:45:49.003 |     at new NodeError (node:internal/errors:405:5)
app      | 2025-08-13 00:45:49.003 |     at packageResolve (node:internal/modules/esm/resolve:916:9)
app      | 2025-08-13 00:45:49.003 |     at moduleResolve (node:internal/modules/esm/resolve:973:20)
app      | 2025-08-13 00:45:49.003 |     at defaultResolve (node:internal/modules/esm/resolve:1206:11)
app      | 2025-08-13 00:45:49.003 |     at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:404:12)
app      | 2025-08-13 00:45:49.003 |     at ModuleLoader.resolve (node:internal/modules/esm/loader:373:25)
app      | 2025-08-13 00:45:49.003 |     at ModuleLoader.getModuleJob (node:internal/modules/esm/loader:250:38)
app      | 2025-08-13 00:45:49.003 |     at ModuleWrap.<anonymous> (node:internal/modules/esm/module_job:76:39)
app      | 2025-08-13 00:45:49.003 |     at link (node:internal/modules/esm/module_job:75:36) {
app      | 2025-08-13 00:45:49.003 |   code: 'ERR_MODULE_NOT_FOUND'
app      | 2025-08-13 00:45:49.003 | }
app      | 2025-08-13 00:45:49.003 | 
app      | 2025-08-13 00:45:49.003 | Node.js v18.20.8
app      | 2025-08-13 00:45:50.857 | 
app      | 2025-08-13 00:45:50.858 | > rest-express@1.0.0 start
app      | 2025-08-13 00:45:50.858 | > NODE_ENV=production node dist/index.js
app      | 2025-08-13 00:45:50.858 | 
app      | 2025-08-13 00:45:51.042 | node:internal/errors:496
app      | 2025-08-13 00:45:51.042 |     ErrorCaptureStackTrace(err);
app      | 2025-08-13 00:45:51.042 |     ^
app      | 2025-08-13 00:45:51.042 | 
app      | 2025-08-13 00:45:51.042 | Error [ERR_MODULE_NOT_FOUND]: Cannot find package 'vite' imported from /app/dist/index.js
app      | 2025-08-13 00:45:51.042 |     at new NodeError (node:internal/errors:405:5)
app      | 2025-08-13 00:45:51.042 |     at packageResolve (node:internal/modules/esm/resolve:916:9)
app      | 2025-08-13 00:45:51.042 |     at moduleResolve (node:internal/modules/esm/resolve:973:20)
app      | 2025-08-13 00:45:51.043 |     at defaultResolve (node:internal/modules/esm/resolve:1206:11)
app      | 2025-08-13 00:45:51.043 |     at ModuleLoader.defaultResolve (node:internal/modules/esm/loader:404:12)
app      | 2025-08-13 00:45:51.043 |     at ModuleLoader.resolve (node:internal/modules/esm/loader:373:25)
app      | 2025-08-13 00:45:51.043 |     at ModuleLoader.getModuleJob (node:internal/modules/esm/loader:250:38)
app      | 2025-08-13 00:45:51.043 |     at ModuleWrap.<anonymous> (node:internal/modules/esm/module_job:76:39)
app      | 2025-08-13 00:45:51.043 |     at link (node:internal/modules/esm/module_job:75:36) {
app      | 2025-08-13 00:45:51.043 |   code: 'ERR_MODULE_NOT_FOUND'
app      | 2025-08-13 00:45:51.043 | }
app      | 2025-08-13 00:45:51.043 | 
app      | 2025-08-13 00:45:51.043 | Node.js v18.20.8
app      | 2025-08-13 00:45:53.687 | 
app      | 2025-08-13 00:45:53.687 | > rest-express@1.0.0 start
app      | 2025-08-13 00:45:53.687 | > NODE_ENV=production node dist/index.js
app      | 2025-08-13 00:45:53.687 | 
app      | 2025-08-13 00:45:53.916 | node:internal/errors:496
app      | 2025-08-13 00:45:53.916 |     ErrorCaptureStackTrace(err);
app      | 2025-08-13 00:45:53.916 |     ^
app      | 2025-08-13 00:45:53.916 | 
